Date : 2026-08-13 20:04:09
Directory : /Users/zerone/Documents/Coding/projectProp/apps
Total : 441 files,  34789 codes, 6733 comments, 5980 blanks, all 47502 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/settings/settings.controller.ts                                                  | TypeScript         |         38 |          0 |          5 |         43 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/settings/settings.module.ts                                                      | TypeScript         |         10 |          0 |          1 |         11 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/settings/settings.service.ts                                                     | TypeScript         |         86 |          0 |         12 |         98 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/shortlists/shortlists.controller.ts                                              | TypeScript         |         64 |          0 |         12 |         76 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/shortlists/shortlists.module.ts                                                  | TypeScript         |         11 |          0 |          1 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/shortlists/shortlists.service.ts                                                 | TypeScript         |        120 |          2 |         13 |        135 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/team/email.service.ts                                                            | TypeScript         |        141 |         26 |         19 |        186 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/team/team.controller.ts                                                          | TypeScript         |         96 |         27 |         16 |        139 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/team/team.module.ts                                                              | TypeScript         |         12 |          0 |          1 |         13 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/team/team.service.ts                                                             | TypeScript         |        317 |         46 |         62 |        425 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/scripts/backfillAgentPropertyCount.ts                                                    | TypeScript         |         17 |          4 |          5 |         26 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/test/app.e2e-spec.ts                                                                         | TypeScript         |         21 |          0 |          5 |         26 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/test/jest-e2e.json                                                                           | JSON               |          9 |          0 |          1 |         10 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/tsconfig.build.json                                                                          | JSON               |          4 |          0 |          1 |          5 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/tsconfig.json                                                                                | JSON with Comments |         16 |          0 |          0 |         16 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/README.md                                                                                  | Markdown           |         23 |          0 |         14 |         37 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/components.json                                                                            | JSON               |         22 |          0 |          1 |         23 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/eslint.config.mjs                                                                          | JavaScript         |         19 |          2 |          1 |         22 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/next.config.js                                                                             | JavaScript         |          0 |          0 |          1 |          1 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/next.config.ts                                                                             | TypeScript         |          4 |         13 |          6 |         23 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/package.json                                                                               | JSON               |         41 |          0 |          1 |         42 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/postcss.config.js                                                                          | JavaScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/postcss.config.mjs                                                                         | JavaScript         |          6 |          0 |          2 |          8 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/public/file.svg                                                                            | XML                |          1 |          0 |          0 |          1 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/public/globe.svg                                                                           | XML                |          1 |          0 |          0 |          1 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/public/manifest.json                                                                       | JSON               |         25 |          0 |          0 |         25 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/public/next.svg                                                                            | XML                |          1 |          0 |          0 |          1 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/public/sw.js                                                                               | JavaScript         |          8 |          1 |          2 |         11 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/public/vercel.svg                                                                          | XML                |          1 |          0 |          0 |          1 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/public/window.svg                                                                          | XML                |          1 |          0 |          0 |          1 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/(auth)/login/page.tsx                                                              | TypeScript JSX     |        155 |          6 |         24 |        185 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/(auth)/register/page.tsx                                                           | TypeScript JSX     |        324 |        267 |         42 |        633 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/(dashboard)/admin/ingestion/page.tsx                                               | TypeScript JSX     |         56 |          0 |          6 |         62 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/_proxy.ts                                                                      | TypeScript         |         23 |          0 |          4 |         27 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/admin/[...path]/route.ts                                                       | TypeScript         |         50 |         15 |         17 |         82 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/agents/[agentId]/properties/route.ts                                           | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/agents/[agentId]/route.ts                                                      | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/agents/route.ts                                                                | TypeScript         |          5 |          0 |          1 |          6 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/auth/[...path]/route.ts                                                        | TypeScript         |         37 |          2 |         10 |         49 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/auth/google/callback/route.ts                                                  | TypeScript         |         33 |          0 |          8 |         41 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/auth/logout/route.ts                                                           | TypeScript         |         16 |          1 |          6 |         23 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/billing/[...path]/route.ts                                                     | TypeScript         |          8 |          0 |          2 |         10 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/billing/route.ts                                                               | TypeScript         |          5 |          0 |          1 |          6 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/[id]/follow-up/route.ts                                                | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/[id]/notes/route.ts                                                    | TypeScript         |         10 |          0 |          4 |         14 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/[id]/route.ts                                                          | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/[id]/share-token/route.ts                                              | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/client-property/[id]/follow-up/route.ts                                | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/client-property/[id]/whatsapp-draft/route.ts                           | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/client-property/[id]/whatsapp-sent/route.ts                            | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/follow-ups/today/route.ts                                              | TypeScript         |          4 |          0 |          1 |          5 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/follow-ups/upcoming/route.ts                                           | TypeScript         |          4 |          0 |          1 |          5 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/leads/route.ts                                                         | TypeScript         |          5 |          0 |          1 |          6 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/property-ai-dashboard/src/components/v2/clients/ClientFollowUp.tsx     | TypeScript JSX     |         35 |          0 |          6 |         41 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/route.ts                                                               | TypeScript         |          5 |          1 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/clients/share-token-by-phone/route.ts                                          | TypeScript         |          4 |          0 |          1 |          5 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/collections/[...path]/route.ts                                                 | TypeScript         |         24 |          0 |          3 |         27 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/collections/route.ts                                                           | TypeScript         |         14 |          0 |          2 |         16 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/dashboard/stats/route.ts                                                       | TypeScript         |          4 |          0 |          1 |          5 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/deals/[...path]/route.ts                                                       | TypeScript         |          9 |          0 |          2 |         11 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/deals/route.ts                                                                 | TypeScript         |          5 |          0 |          1 |          6 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/ingestion/[...path]/route.ts                                                   | TypeScript         |          9 |          0 |          2 |         11 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/media/[...path]/route.ts                                                       | TypeScript         |         10 |          0 |          2 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/media/route.ts                                                                 | TypeScript         |          4 |          0 |          1 |          5 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/onboarding/[...path]/route.ts                                                  | TypeScript         |          9 |          0 |          2 |         11 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/private-groups/[...path]/route.ts                                              | TypeScript         |          8 |          0 |          3 |         11 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/private-groups/route.ts                                                        | TypeScript         |          5 |          0 |          1 |          6 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/properties/[id]/activities/route.ts                                            | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/properties/[id]/agents/[agentId]/route.ts                                      | TypeScript         |          8 |          0 |          1 |          9 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/properties/[id]/attach-agent/route.ts                                          | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/properties/[id]/availability/route.ts                                          | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/properties/[id]/leads/route.ts                                                 | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/properties/[id]/neighbors/route.ts                                             | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/properties/[id]/route.ts                                                       | TypeScript         |          7 |          0 |          1 |          8 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/properties/[id]/share/route.ts                                                 | TypeScript         |          6 |          0 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/properties/route.ts                                                            | TypeScript         |          5 |          0 |          1 |          6 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/public/share/[token]/respond/route.ts                                          | TypeScript         |         17 |          0 |          2 |         19 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/public/share/[token]/route.ts                                                  | TypeScript         |         14 |          0 |          2 |         16 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/settings/[...path]/route.ts                                                    | TypeScript         |          9 |          0 |          2 |         11 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/shortlists/[...path]/route.ts                                                  | TypeScript         |         24 |          0 |          3 |         27 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/shortlists/route.ts                                                            | TypeScript         |         14 |          0 |          2 |         16 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/team/[...path]/route.ts                                                        | TypeScript         |         10 |          0 |          2 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/api/team/route.ts                                                                  | TypeScript         |          5 |          0 |          1 |          6 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/followups/page.tsx                                                                 | TypeScript JSX     |         81 |          0 |         22 |        103 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/forgot-password/page.tsx                                                           | TypeScript JSX     |         65 |          0 |          3 |         68 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/global-error.tsx                                                                   | TypeScript JSX     |         30 |          0 |          2 |         32 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/globals 2.css                                                                      | PostCSS            |         94 |         45 |         11 |        150 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/globals.css                                                                        | PostCSS            |         94 |         45 |         11 |        150 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/invites/accept/page.tsx                                                            | TypeScript JSX     |        164 |          1 |         22 |        187 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/layout.tsx                                                                         | TypeScript JSX     |         65 |          0 |          3 |         68 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/onboarding/OnboardingFlow.tsx                                                      | TypeScript JSX     |        129 |          3 |         15 |        147 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/onboarding/page.tsx                                                                | TypeScript JSX     |         43 |          1 |          8 |         52 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/onboarding/phone/page.tsx                                                          | TypeScript JSX     |         80 |          0 |         11 |         91 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/page.tsx                                                                           | TypeScript JSX     |        670 |          6 |         18 |        694 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/properties/page.tsx                                                                | TypeScript JSX     |        147 |         15 |         30 |        192 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/providers.tsx                                                                      | TypeScript JSX     |          6 |          0 |          3 |          9 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/reset-password/page.tsx                                                            | TypeScript JSX     |         87 |          0 |          4 |         91 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/share/[token]/MediaCarousel.tsx                                                    | TypeScript JSX     |         98 |          6 |         15 |        119 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/share/[token]/SharePortalClient.tsx                                                | TypeScript JSX     |        570 |         27 |         52 |        649 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/share/[token]/page.tsx                                                             | TypeScript JSX     |         95 |          7 |         15 |        117 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/team/page.tsx                                                                      | TypeScript JSX     |        102 |          5 |         23 |        130 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/test/page.tsx                                                                      | TypeScript JSX     |          3 |          0 |          0 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/audit/AdminAuditClient.tsx                                                | TypeScript JSX     |        231 |         20 |         27 |        278 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/audit/page.tsx                                                            | TypeScript JSX     |         25 |          1 |          4 |         30 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/health/page.tsx                                                           | TypeScript JSX     |        263 |         10 |         23 |        296 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/ingestion/page.tsx                                                        | TypeScript JSX     |        393 |          2 |         34 |        429 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/layout.tsx                                                                | TypeScript JSX     |         62 |         16 |          8 |         86 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/page.tsx                                                                  | TypeScript JSX     |        233 |         15 |         19 |        267 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/properties/AdminPropertiesClient.tsx                                      | TypeScript JSX     |        291 |          4 |         30 |        325 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/properties/[id]/VerifyButton.tsx                                          | TypeScript JSX     |         30 |          1 |          5 |         36 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/properties/[id]/page.tsx                                                  | TypeScript JSX     |        413 |         17 |         43 |        473 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/properties/page.tsx                                                       | TypeScript JSX     |         58 |          4 |          9 |         71 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/subscriptions/AdminSubscriptionsClient.tsx                                | TypeScript JSX     |        216 |          2 |         23 |        241 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/subscriptions/page.tsx                                                    | TypeScript JSX     |         26 |          1 |          4 |         31 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/users/AdminUsersClient.tsx                                                | TypeScript JSX     |        303 |          2 |         32 |        337 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/users/page.tsx                                                            | TypeScript JSX     |         15 |          1 |          3 |         19 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/workspaces/AdminWorkspacesClient.tsx                                      | TypeScript JSX     |        314 |         11 |         33 |        358 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/workspaces/[id]/page.tsx                                                  | TypeScript JSX     |        263 |          9 |         24 |        296 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/admin/workspaces/page.tsx                                                       | TypeScript JSX     |         29 |          1 |          4 |         34 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/agents/AgentList.tsx                                                            | TypeScript JSX     |        171 |         36 |         27 |        234 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/agents/[agentId]/page.tsx                                                       | TypeScript JSX     |        191 |         16 |         21 |        228 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/agents/page.tsx                                                                 | TypeScript JSX     |         27 |          1 |          1 |         29 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/clients-hub/page.tsx                                                            | TypeScript JSX     |        481 |         56 |         56 |        593 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/clients/ClientPropertiesGrid.tsx                                                | TypeScript JSX     |         81 |          4 |          8 |         93 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/clients/ClientPropertiesTable.tsx                                               | TypeScript JSX     |         93 |          6 |         13 |        112 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/clients/[id]/page.tsx                                                           | TypeScript JSX     |        237 |        721 |        146 |      1,104 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/clients/[id]/shortlists/[shortlistId]/ShortlistClient.tsx                       | TypeScript JSX     |        191 |         11 |         20 |        222 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/clients/[id]/shortlists/[shortlistId]/page.tsx                                  | TypeScript JSX     |         46 |          1 |          8 |         55 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/collections/[id]/CollectionClient.tsx                                           | TypeScript JSX     |         69 |          0 |          7 |         76 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/collections/[id]/page.tsx                                                       | TypeScript JSX     |         35 |          0 |          4 |         39 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/collections/page.tsx                                                            | TypeScript JSX     |         45 |          0 |          5 |         50 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/dashboard/page.tsx                                                              | TypeScript JSX     |        333 |        438 |        124 |        895 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/deals/[id]/page.tsx                                                             | TypeScript JSX     |        355 |         11 |         34 |        400 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/deals/page.tsx                                                                  | TypeScript JSX     |        145 |         10 |         22 |        177 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/groups/page.tsx                                                                 | TypeScript JSX     |        535 |         14 |         48 |        597 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/layout.tsx                                                                      | TypeScript JSX     |          5 |          0 |          2 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/leads/page.tsx                                                                  | TypeScript JSX     |        337 |      1,008 |        193 |      1,538 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/properties/AddPropertyModal.tsx                                                 | TypeScript JSX     |        452 |         20 |         36 |        508 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/properties/PropertiesClient.tsx                                                 | TypeScript JSX     |        419 |         28 |         44 |        491 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/properties/PropertiesPageClient.tsx                                             | TypeScript JSX     |         73 |          0 |          8 |         81 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/properties/PropertyFilters.tsx                                                  | TypeScript JSX     |        337 |          7 |         43 |        387 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/properties/[id]/loading.tsx                                                     | TypeScript JSX     |         50 |          4 |          6 |         60 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/properties/[id]/page.tsx                                                        | TypeScript JSX     |        164 |         11 |         20 |        195 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/properties/loading.tsx                                                          | TypeScript JSX     |         24 |          0 |          0 |         24 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/properties/new/page.tsx                                                         | TypeScript JSX     |        342 |         20 |         37 |        399 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/properties/page.tsx                                                             | TypeScript JSX     |          9 |          0 |          1 |         10 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/settings/page.tsx                                                               | TypeScript JSX     |        452 |         19 |         45 |        516 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/subscription/page.tsx                                                           | TypeScript JSX     |        340 |         14 |         33 |        387 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/team/page.tsx                                                                   | TypeScript JSX     |        305 |          4 |         21 |        330 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/v2/visits/page.tsx                                                                 | TypeScript JSX     |         23 |          0 |          3 |         26 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/app/verify-email/page.tsx                                                              | TypeScript JSX     |         64 |          0 |          4 |         68 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/ActivityLog.tsx                                                             | TypeScript JSX     |        172 |          8 |         43 |        223 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/LeadActionPanel.tsx                                                         | TypeScript JSX     |        102 |          2 |         17 |        121 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/LeadDrawer.tsx                                                              | TypeScript JSX     |         81 |          0 |         16 |         97 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/LeadsSection.tsx                                                            | TypeScript JSX     |        115 |          1 |         18 |        134 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/PropertyEditDrawer.tsx                                                      | TypeScript JSX     |        128 |         58 |         30 |        216 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/PropertyStatusActions.tsx                                                   | TypeScript JSX     |         65 |          1 |          9 |         75 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/PropertyTable.tsx                                                           | TypeScript JSX     |        125 |          8 |         19 |        152 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/PropertyViewDrawer.tsx                                                      | TypeScript JSX     |        200 |         13 |         29 |        242 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/ServiceWorkerRegister.tsx                                                   | TypeScript JSX     |         12 |          1 |          3 |         16 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/SharePropertyModal.tsx                                                      | TypeScript JSX     |        134 |         13 |         24 |        171 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/StatusBadge.tsx                                                             | TypeScript JSX     |          7 |          0 |          2 |          9 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/property/PropertyEditDrawer.tsx                                             | TypeScript JSX     |         13 |          0 |          5 |         18 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/ui/badge.tsx                                                                | TypeScript JSX     |         41 |          0 |          6 |         47 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/ui/button.tsx                                                               | TypeScript JSX     |         57 |          0 |          6 |         63 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/ui/table.tsx                                                                | TypeScript JSX     |        105 |          0 |         12 |        117 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/agents/AgentHeader.tsx                                                   | TypeScript JSX     |          0 |          0 |          1 |          1 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/agents/AgentListTable.tsx                                                | TypeScript JSX     |        151 |         16 |         16 |        183 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/agents/AgentMergeButton.tsx                                              | TypeScript JSX     |         31 |          0 |          5 |         36 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/agents/AgentMergeModal.tsx                                               | TypeScript JSX     |        237 |         19 |         24 |        280 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/agents/AgentPropertiesSection.tsx                                        | TypeScript JSX     |        139 |         27 |         26 |        192 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/agents/EditAgentButton.tsx                                               | TypeScript JSX     |         30 |          0 |          5 |         35 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/agents/EditAgentModal.tsx                                                | TypeScript JSX     |        161 |          4 |         18 |        183 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/billing/TrialBanner.tsx                                                  | TypeScript JSX     |         69 |          2 |         11 |         82 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/cards/PropertyCard.tsx                                                   | TypeScript JSX     |        212 |        251 |         74 |        537 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/cards/StatCard.tsx                                                       | TypeScript JSX     |         25 |          0 |          4 |         29 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/cards/TeamMemberCard.tsx                                                 | TypeScript JSX     |         27 |          0 |          4 |         31 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/clients/ClientAssignDropdown.tsx                                         | TypeScript JSX     |        141 |          7 |         17 |        165 |
| /Users/zerone/Documents/Coding/projectProp/apps/dashboard/src/components/v2/clients/ClientAssignSection.tsx                                          | TypeScript JSX     |         23 |          5 |          4 |         32 |
